beverage,year,month,quantity
Sprite 500ml,2022,12,8.119096203932408e-15
Zero Sprite 500ml,2021,1,19.097708444576956
Zero Sprite 500ml,2021,2,0.9697754351724208
Zero Sprite 500ml,2021,3,2.7630022794620683
Zero Sprite 500ml,2021,4,1.8913039638165465
Zero Sprite 500ml,2021,5,4.80156286610127
Zero Sprite 500ml,2021,6,6.664365020465848
Zero Sprite 500ml,2021,7,3.1150424841861475
Zero Sprite 500ml,2021,8,4.80014533410454
Zero Sprite 500ml,2021,9,3.2212993861582664
Zero Sprite 500ml,2021,10,4.844644608339551
Zero Sprite 500ml,2021,11,4.7424419505676765
Zero Sprite 500ml,2021,12,3.326447557842142
Zero Sprite 500ml,2022,1,13.190297526094868
Zero Sprite 500ml,2022,2,2.376278519013986
Zero Sprite 500ml,2022,3,3.286869995641095
Zero Sprite 500ml,2022,4,2.1045744981769547
Zero Sprite 500ml,2022,5,4.373051360608979
Zero Sprite 500ml,2022,6,5.343295801105593
Zero Sprite 500ml,2022,7,2.6637937815349066
Zero Sprite 500ml,2022,8,4.628214973441593
Zero Sprite 500ml,2022,9,3.1135473547902706
Zero Sprite 500ml,2022,10,4.78737897832606
Zero Sprite 500ml,2022,11,4.342720100881832
Zero Sprite 500ml,2022,12,5.0389361444148655
sprite lite,2021,1,4.3790202663669815
sprite lite,2021,2,6.159492806468673
sprite lite,2021,3,3.194463910782346
sprite lite,2021,4,1.6167737552780699
sprite lite,2021,5,2.4257102223646814
sprite lite,2021,6,3.511510587758713
sprite lite,2021,7,3.9136110754070343
sprite lite,2021,8,3.5880596200989143
sprite lite,2021,9,2.9265246992656753
sprite lite,2021,10,3.7300588900185554
sprite lite,2021,11,3.1262043656412875
sprite lite,2021,12,2.260561187677273
sprite lite,2022,1,4.498315269074133
sprite lite,2022,2,7.178662220165132
sprite lite,2022,3,5.9698824003296425
sprite lite,2022,4,1.7221360504232501
sprite lite,2022,5,1.8517208000392913
sprite lite,2022,6,6.197335708400078
sprite lite,2022,7,3.745769979020969
sprite lite,2022,8,4.808791559871998
sprite lite,2022,9,3.31050140650344
sprite lite,2022,10,5.0294539371793086
sprite lite,2022,11,4.115642363367025
sprite lite,2022,12,3.7112033205516797
