beverage,year,month,quantity
Fuze Diet Apricot 500ml,2021,12,35.17151199647731
Fuze Diet Apricot 500ml,2022,1,16.31763432194947
Fuze Diet Apricot 500ml,2022,2,18.44864237139387
Fuze Diet Apricot 500ml,2022,3,1.0376551742542133
Fuze Diet Apricot 500ml,2022,4,35.7974189888525
Fuze Diet Apricot 500ml,2022,5,2.7647406840258797
Fuze Diet Apricot 500ml,2022,6,4.905918752454384
Fuze Diet Apricot 500ml,2022,7,7.856995503518336
Fuze Diet Apricot 500ml,2022,8,2.445617670533229
Fuze Diet Apricot 500ml,2022,9,3.1842919545435273
Fuze Diet Apricot 500ml,2022,10,13.214189408066128
Fuze Diet Apricot 500ml,2022,11,14.121575405099804
Fuze Diet Apricot 500ml,2022,12,35.12441263493019
Fuze Tea Apricot 500ml,2021,1,0.7488261880255068
Fuze Tea Apricot 500ml,2021,2,3.7821905471361426
Fuze Tea Apricot 500ml,2021,3,9.392747777106713
Fuze Tea Apricot 500ml,2021,4,7.683838254192969
Fuze Tea Apricot 500ml,2021,5,6.341116806253361
Fuze Tea Apricot 500ml,2021,6,2.9919673218409817
Fuze Tea Apricot 500ml,2021,7,6.7223152765614556
Fuze Tea Apricot 500ml,2021,8,7.8503180587800765
Fuze Tea Apricot 500ml,2021,9,0.0
Fuze Tea Apricot 500ml,2021,10,13.507700425088123
Fuze Tea Apricot 500ml,2021,11,8.84424635897389
Fuze Tea Apricot 500ml,2021,12,6.976561451007541
Fuze Tea Apricot 500ml,2022,1,4.299963767920336
Fuze Tea Apricot 500ml,2022,2,5.256120163507294
Fuze Tea Apricot 500ml,2022,3,4.774363551727126
Fuze Tea Apricot 500ml,2022,4,5.828430778470399
Fuze Tea Apricot 500ml,2022,5,6.75836342732593
Fuze Tea Apricot 500ml,2022,6,5.2121562207273575
Fuze Tea Apricot 500ml,2022,7,6.635995956905472
Fuze Tea Apricot 500ml,2022,8,5.6166152871522135
Fuze Tea Apricot 500ml,2022,9,1.4813827533430939
Fuze Tea Apricot 500ml,2022,10,8.960343364802663
Fuze Tea Apricot 500ml,2022,11,7.23421136968935
Fuze Tea Apricot 500ml,2022,12,7.193453489792762
Grape 500ml,2021,1,1.45189846463715
Grape 500ml,2021,2,5.8074012046032255
Grape 500ml,2021,3,5.67939667595441
Grape 500ml,2021,4,12.301591481333128
Grape 500ml,2021,5,9.381746852283943
Grape 500ml,2021,6,6.4280004668501425
Grape 500ml,2021,7,7.065067189498245
Grape 500ml,2021,8,0.01544824799086457
Grape 500ml,2021,9,0.025805814862916963
Grape 500ml,2021,10,14.128478474205945
Grape 500ml,2021,11,0.9721273570864492
Grape 500ml,2021,12,14.834732887547657
Grape 500ml,2022,1,5.302254743323367
Grape 500ml,2022,2,10.633441796349272
Grape 500ml,2022,3,10.658526945962034
Grape 500ml,2022,4,10.685259603047871
Grape 500ml,2022,5,10.710163835401653
Grape 500ml,2022,6,10.737000415902935
Grape 500ml,2022,7,10.76207626654351
Grape 500ml,2022,8,4.953644044335244e-07
Grape 500ml,2022,9,5.453413339715044
Grape 500ml,2022,10,10.975378903216798
Grape 500ml,2022,11,5.525702049829108
Grape 500ml,2022,12,11.125688186906235
Grapefruit 500ml,2021,1,1.980969779613916
Grapefruit 500ml,2021,2,0.0
Grapefruit 500ml,2021,3,0.10327052994468912
Grapefruit 500ml,2021,4,2.224385715525902
Grapefruit 500ml,2021,5,1.9734213568757564
Grapefruit 500ml,2021,6,1.442825280654625
Grapefruit 500ml,2021,7,0.0
Grapefruit 500ml,2021,8,1.7400245811523034
Grapefruit 500ml,2021,9,0.0
Grapefruit 500ml,2021,10,0.9028981383797859
Grapefruit 500ml,2021,11,0.0
Grapefruit 500ml,2021,12,2.2080147038551354
Grapefruit 500ml,2022,1,0.9524278965296127
Grapefruit 500ml,2022,2,0.31138784939639835
Grapefruit 500ml,2022,3,1.0602209500712276
Grapefruit 500ml,2022,4,1.0184268945041501
Grapefruit 500ml,2022,5,1.1306138414237563
Grapefruit 500ml,2022,6,1.176978481223382
Grapefruit 500ml,2022,7,0.740461257359789
Grapefruit 500ml,2022,8,0.6597729176179914
Grapefruit 500ml,2022,9,0.11445020509177092
Grapefruit 500ml,2022,10,0.6257804929984265
Grapefruit 500ml,2022,11,0.5400665100856731
Grapefruit 500ml,2022,12,0.9702485127380989
Sprite 500ml,2021,1,3.6068759007686896e-12
Sprite 500ml,2021,2,0.0
Sprite 500ml,2021,3,0.0
Sprite 500ml,2021,4,6.362817633954652e-10
Sprite 500ml,2021,5,6.036598989155897e-10
Sprite 500ml,2021,6,2.631133445898369e-11
Sprite 500ml,2021,7,0.0
Sprite 500ml,2021,8,2.3588555115718e-08
Sprite 500ml,2021,9,0.0
