beverage,year,month,quantity
Fuze Diet Apricot 500ml,2021,12,13.23674289920323
Fuze Diet Apricot 500ml,2022,1,4.593989254389525
Fuze Diet Apricot 500ml,2022,2,17.835496687924664
Fuze Diet Apricot 500ml,2022,3,2.2592097175722023
Fuze Diet Apricot 500ml,2022,4,31.879191893818724
Fuze Diet Apricot 500ml,2022,5,4.969676529118867
Fuze Diet Apricot 500ml,2022,6,2.2862228712671557
Fuze Diet Apricot 500ml,2022,7,5.406069169578915
Fuze Diet Apricot 500ml,2022,8,0.0
Fuze Diet Apricot 500ml,2022,9,6.643033513486954
Fuze Diet Apricot 500ml,2022,10,12.102208080737713
Fuze Diet Apricot 500ml,2022,11,3.0359540618047984
Fuze Diet Apricot 500ml,2022,12,14.867015155660983
Fuze Tea Apricot 500ml,2021,1,0.0
Fuze Tea Apricot 500ml,2021,2,5.815241785924676
Fuze Tea Apricot 500ml,2021,3,12.65488313155096
Fuze Tea Apricot 500ml,2021,4,5.7906766843087105
Fuze Tea Apricot 500ml,2021,5,7.582821517379488
Fuze Tea Apricot 500ml,2021,6,1.5424692737278198
Fuze Tea Apricot 500ml,2021,7,5.792941936822981
Fuze Tea Apricot 500ml,2021,8,5.711299480020165
Fuze Tea Apricot 500ml,2021,9,8.978011177494183
Fuze Tea Apricot 500ml,2021,10,0.0
Fuze Tea Apricot 500ml,2021,11,10.331901122879467
Fuze Tea Apricot 500ml,2021,12,10.497699667431492
Fuze Tea Apricot 500ml,2022,1,0.6490166389107872
Fuze Tea Apricot 500ml,2022,2,6.773537746395893
Fuze Tea Apricot 500ml,2022,3,5.9487566440231054
Fuze Tea Apricot 500ml,2022,4,6.284215756146964
Fuze Tea Apricot 500ml,2022,5,7.676953235315729
Fuze Tea Apricot 500ml,2022,6,4.589439951017949
Fuze Tea Apricot 500ml,2022,7,6.405696338740982
Fuze Tea Apricot 500ml,2022,8,3.6566145776798127
Fuze Tea Apricot 500ml,2022,9,5.698561713606665
Fuze Tea Apricot 500ml,2022,10,1.6401849002181959
Fuze Tea Apricot 500ml,2022,11,7.472294930520911
Fuze Tea Apricot 500ml,2022,12,7.807266622289778
Grape 500ml,2021,1,11.290208593742431
Grape 500ml,2021,2,0.6061097743718667
Grape 500ml,2021,3,13.032414147312684
Grape 500ml,2021,4,0.0
Grape 500ml,2021,5,12.86429509383206
Grape 500ml,2021,6,9.992529168200512
Grape 500ml,2021,7,10.866930011298622
Grape 500ml,2021,8,10.263544730892475
Grape 500ml,2021,9,0.0
Grape 500ml,2021,10,22.245458199635053
Grape 500ml,2021,11,2.7293868460417823
Grape 500ml,2021,12,5.448316166509599
Grape 500ml,2022,1,9.926840123976953
Grape 500ml,2022,2,4.920027136468116
Grape 500ml,2022,3,15.556444495812281
Grape 500ml,2022,4,0.0
Grape 500ml,2022,5,11.031795582143936
Grape 500ml,2022,6,13.239064337774657
Grape 500ml,2022,7,10.950010586744996
Grape 500ml,2022,8,10.597780272362353
Grape 500ml,2022,9,0.0
Grape 500ml,2022,10,14.069273748870929
Grape 500ml,2022,11,7.125750191023145
Grape 500ml,2022,12,6.317498735732691
Grapefruit 500ml,2021,1,1.1514046800641753
Grapefruit 500ml,2021,2,0.0
Grapefruit 500ml,2021,3,2.7420093289112857
Grapefruit 500ml,2021,4,0.0
